Wisatawan Lokal,Review,Nama Tempat
False,Mantap,Sungai Maron Pacitan
True,Pemandangan bagus pokoknya gak nyesel datang kesini,Sungai Maron Pacitan
True,"Operator prahu no. 84 nek omonganmu sengak karo pengunjung, ora kooperatif, pulatanmu peteng mbesengut, pengunjung request jawabane ora nyenengke
Mending balio wae ngarit neng kebon
Rasah kerjo neng nggon tempat wisata
Bola bali nyang maron nggowo keluarga/konco, lg pisan iki ktmu operator kapal modelan koyo ngene",Sungai Maron Pacitan
False,"Worth the price guys, eventhought u must pay it's about 100.000, i recommend u all to go there by many People. Saran guys, jgn dateng pagi"" soalnya airnya blm pasang, pasang nya masih siang an guys.. jam 12an keatas",Sungai Maron Pacitan
True,"Kami sampai sana jam 3 sore. Sangat puas bs menyusuri sungai Maron. Karena lumayan jauh juga jaraknya. Perahu nyaman, pemandangannya menenangkan. Toilet juga bersih. Hanya pelampungnya saja yg sdh jelek mohon segera diganti.",Sungai Maron Pacitan
True,"Asik dan seru,adem pula",Sungai Maron Pacitan
True,"keren kali sungainya jernih,...
Semoga setelah banyak penguncung tetap bersih dan terjaga.",Sungai Maron Pacitan
True,"Sungai yang cantik, masih terawat dan alami, untuk parkir memang agak sedikit penuh jika di hari libur apalagi jika jam siang, perjalanan dengan perahu ±4 Km, 1 perahu 100k bisa untuk 4 orang, pengelola sangat ramah",Sungai Maron Pacitan
True,"Segar di mata, hanya saja sekarang karena sudah ramai, aktivitas kapal meningkat dan lumayan berbahaya jika pengunjung berenang di sungai",Sungai Maron Pacitan
True,"Lokasi ramai pengunjung saat weekend, dengan antrian 15 s.d 30 menit untuk menaiki perahu. Paling baik ke sini saat pagi hari menjelang siang saat suasana cerah.",Sungai Maron Pacitan
True,"sangat menyenangkan,,,indonesia mmg the best👍👍👍",Sungai Maron Pacitan
True,"Naik perahu nyusur sungai Maron lumayan jauh, sekitar 4 Km.
Pulangnya banyak dapat teduh.
Banyak pohon jambu air, hasil tanaman nenek moyang..
Ada foto selfi juga.
Airnya hijau ke biruan. Keren..
Tapi kalau pas antre, kadang juru kemudi suka tidak sabaran. Jadi bablas pulang..",Sungai Maron Pacitan
False,Keren si ini mah..buat spot fto jadi estetik bngt,Sungai Maron Pacitan
True,"Terapinya ramah asik waktu prakteknya
Penanganan selalu hasil diagnosa sehingga pasien cepat tertolong dan tersembuhkan
Pak Harjono tipe sederhana 👍",Sungai Maron Pacitan
False,Sesuai ekspektasi,Sungai Maron Pacitan
True,airnya bersih. bagus.,Sungai Maron Pacitan
True,Keren,Sungai Maron Pacitan
True,"Rame, antrean panjang..krn destinasi wisata bagus, menarik..",Sungai Maron Pacitan
True,Pemandangan yang sangat menarik dan indah,Sungai Maron Pacitan
True,Recommend,Sungai Maron Pacitan
True,ini untuk susur sungai destinasi sebelum ke pantai klayar atau pantai pantai lain di pacitan,Sungai Maron Pacitan
True,"Sungai yang sangat bagus, sepanjang perjalanan mata pengunjung akan di manjakan suasana alam yang sangat asri, air yang berwarna biru, tempat ini cocok dijadikan untuk tempat liburan bersama keluarga.

Hanya saja saat antri untuk prahu, harus menunggu sangat lama dan harus saling merebut pelampung.

Saran untuk staff - kedepannya untuk pelayanan dan proses antri lebih baik lagi, sebaiknya menyediakan tempat khusus untuk menunggu bagi yang masih antri 🙏",Sungai Maron Pacitan
False,Pesona alamnya sangat bagus,Sungai Maron Pacitan
True,Indahnya pemandangan 🌴,Sungai Maron Pacitan
True,"Ini sungai kalo waktu 2015 san ga di explore sama si @ariefsatri_ gak akan viral dan akan ramai seperti skrng .. Terlihat warga2 setempat menjadi lapangan kerja , di lansir dari para warga2 setempat .. Wow bgt tempat nya ..",Sungai Maron Pacitan
True,Beautiful! Make sure to swim in the nearly private beach,Sungai Maron Pacitan
True,Wisata air yg sangat menarik,Sungai Maron Pacitan
True,Wisata murah meriah tapi menyenangkan,Sungai Maron Pacitan
True,"Berkali2 kesini, perbedaannya dulu dipersilahkan turun di pantai, sekarang kesannya pada buru2 balik lg dan sama sekali tidak turun di pantai, ramai bgt waktu weekend, sehingga air sungai keruh,
Sebaiknya diberi opsi paket tur dg varian harga agar ada pilihan menepi dulu di pantai, jadi tidak kecewa jauh2 menempuh perjalanan 5 jam seperti saya",Sungai Maron Pacitan
True,"I came here during the dry season so the water discharge of the Maron River was rather shallow, we can explore the river by renting a small boat, and we will be taken around for about 30 minutes, public facilities such as places of worship, toilets, and places to eat are available there.",Sungai Maron Pacitan
True,Salah satu destinasi wisata yang menarik untuk dikunjungi di pacitan,Sungai Maron Pacitan
True,"seruu banget naik kapal disinii, rute nya panjangg tapi harganya juga agak lumayann sih. 4 orang sekitar 100k",Sungai Maron Pacitan
True,Mantafff,Sungai Maron Pacitan
True,Airnya pas surut,Sungai Maron Pacitan
True,View nya bonus untuk perjalanan yang penuh dengan jalan perbukitan yang sempit dan aduhai 👍,Sungai Maron Pacitan
True,Very worth to explore,Sungai Maron Pacitan
True,"Kedua kalinya ksana. Ke maron pertama menyenangkan...
Pas k maron sabtu kemaren,dpt nahkoda perahu yg luar biasa juteknya...bawa kapal ngebut  sehingga kami melaju jauh ddpan rombongan kami dan sangat tidak kooperatif.
Waktu kami serombongan ksana pun,pas antri naik kapal..petugasnya sangat tidak ramah.",Sungai Maron Pacitan
True,Di daerah tandus berbukit mengalir sungai yg cantik,Sungai Maron Pacitan
True,"Solusi liburan bersama teman keranat sahabat.
Adem. Menyenangkan.",Sungai Maron Pacitan
True,"Naik kapal kurang lebih 45menit pemandangannya bagus, sungainya jernih, sangat memuaskan.",Sungai Maron Pacitan
True,Seru,Sungai Maron Pacitan
True,"Naik perahu di sungai maron
Per kapal 100 rb untuk 4 orang
Kurang lebih perjalanan 1 jam pp
Sungai nyq bagus. Ada sumber mata air sangat jernih
Recomen buat destinasi wisata pacitan",Sungai Maron Pacitan
True,"Parkir luas
Bersih
Perahu aman,ada life jacket",Sungai Maron Pacitan
True,Mantap,Sungai Maron Pacitan
True,"Sungai amazon ny pacitan, jatim👍👍",Sungai Maron Pacitan
True,Suka sekali sungai maroon indah eksotic serasa di sungai amazon,Sungai Maron Pacitan
False,Mantappp...josss,Sungai Maron Pacitan
True,Dari Madiun jam 5.30 sampai lokasi jam 8.45. Pokoknya mantebbb,Sungai Maron Pacitan
True,"Viewnya keren banget,mau foto2 di sekitaran aliran sungai maron juga bisa diantar sama driver boatnya. Cuma 100k sudah bisa baik boat untuk 4 orang.",Sungai Maron Pacitan
True,"Suasana alami nya syahdu banget, pelayanan tiket ndak berbelit, servis pengemudi perahu baik dan ramah, area spot foto perlu ditambah karena nuansa alaminya mendukung, disiapkan lokasi bisa untuk bisa mandi disungainya dengan aman
Harga tiket terbayarkan... ngga rugi",Sungai Maron Pacitan
False,Sangat memuaskan,Sungai Maron Pacitan
True,Masokkkk,Sungai Maron Pacitan
False,Pantai nya yang indah,Sungai Maron Pacitan
True,"Orang bilang ini Amazon dari Pacitan. Aktifitas yang bisa anda lakukan di tempat ini adalah wisata naik perahu menyusuri aliran Sungai Maron hampir selama 40 menit - 1 jam
Yang perlu diperbaiki adalah akses jalan menuju tempat parkir Kawasan wisata Sungai Maron, lebih diperbagus lagi jalan menuju ke lokasi. Lain lain sih sudah lumayan bagus",Sungai Maron Pacitan
True,"Nice journey here, exploring the river to the estuary, awesome!",Sungai Maron Pacitan
True,Destinasi wajib dikunjungi kalau ke pacitan. Menyuguhkan sensasi baru berwisata. Kita diajak untuk menyusuri sungai dengan menaiki perahu. Kita akan mulai start di dermaga dan menuju hilir sungai yang mengarah ke laut. Sensasi luar biasa ketika berada di atas perahu dimana kita bisa menikmati panorama alam dan juga beberapa cottage yang ada di pinggir sungai,Sungai Maron Pacitan
True,"View nya bagus bgt
Airnya apalagi hijau dan dingin seger bgt rasanya buat mandi
Tapi jalan kesitu serem pol harus hati"" apalagi pendatang yg gatau medannya.",Sungai Maron Pacitan
True,Masih alami bgt,Sungai Maron Pacitan
True,"Sungainya cantik bgt, vibesnya candu.",Sungai Maron Pacitan
True,Bagus,Sungai Maron Pacitan
False,Bagus sekali,Sungai Maron Pacitan
True,"Bagus bgt kesini klo pas airnya hijau ya. 1 perahu u tuk 4 orang = 100.000 nanti diujung kita akan menjumpai pantai, klo mau mampir disitu bayar 1 orang nya 10.000. Ditungguin sama tukang perahunya.",Sungai Maron Pacitan
False,Sangat memuaskan.,Sungai Maron Pacitan
True,Pacitan in love,Sungai Maron Pacitan
False,"Suasana asri, cocok untuk liburan bareng bareng",Sungai Maron Pacitan
True,"Sungai panjang jadi agak lama naik perahunya, air sungai yang dekat dengan muara warnanya kehijauan tapi yang agak jauh dari muara seperti air kali biasanya. Tersedia pelmapung. Sepanjang naik perahu di samping kanan dan kiri banyak pepohonan, viewnya ok. Satu perahu bisa 4-5 orang. Pada waktu liburan antree bisa panjang dan harus bersabar.",Sungai Maron Pacitan
True,"Sangat menyenangkan liburan disini bareng teman-teman kantor,, recommended buat acara weekend.",Sungai Maron Pacitan
True,"Dari Jogja jam 9 pagi dan sampai area sungai Maron pukul 12:30, masuk area wisata 10rb per orang dan parkir gratis. Langsung beli tiket perahu 100rb perkapal utk 4 prang (konsisten: good). Menyusuri sungai Maron yang bener bener bersih dan sejuk di kelilingi banyak pohon kelapa sepanjang 8 km pp. Sampai di muara sungai ketemu pantai Ngiroboyo area piknik yang tenang dan sejuk banyak pohon cemara di sekitar pantai dan bayar tiket 10rb perorang. Setiap masuk kawasan akan di beri tiket. Selalu minta tiketnya teman teman utk menjaga kondisi area tetep terjaga.oh ya kondisi jalan menuju Sungai Maron sempit dan turunan fan tanjakan lumayan curam, harus extra hati hayi berkendaranya, jangan ngebut. Terima kasih selamat berlibur.",Sungai Maron Pacitan
True,Joss,Sungai Maron Pacitan
False,Enak tempatnya adem buat healing,Sungai Maron Pacitan
True,Beautiful place to go.,Sungai Maron Pacitan
True,"Keren abissa, yg ke pacitan wajib kesini naik perahunya murah dan viewnya bagus langsung ketemu pantai",Sungai Maron Pacitan
True,"Sungainya bagus ,air nya bersih dan sepi",Sungai Maron Pacitan
True,Patut dikunjungi,Sungai Maron Pacitan
True,Luasbiara kak.. sip,Sungai Maron Pacitan
False,mantabs,Sungai Maron Pacitan
True,Surga dunianya pacitan,Sungai Maron Pacitan
True,Waoooww,Sungai Maron Pacitan
False,"Jalannya butuh driver handal,mobil yg sehat,tapi terbayar dgn keindahannya,tiket masuk perperahu 100rb,maks 4 orang",Sungai Maron Pacitan
True,"Wisata sungai di pacitan yang terkenal amazonnya pacitan, parkir ada, banyak warung, ada penginapan juga, banyak perahu, bagus kalo pake drone",Sungai Maron Pacitan
False,"Kemaren datang kesini. Pengelolaan wisata sangat buruk.
Apa guna nya loket tiket kalo ngak ada jualin tiket. Dari kemaren antri lama. Kesela dengan yang rombongan.
Alangkah baiknya, pengelola menyiapkan barisan yang mengantri untuk rombongan dan yang biasa.
2 kali antri nanyain ke bagian yang nyatat kapal selalu diblng “belum bisa naik” tanpa dikasih solusi. Akhirnya mutusin cabut dan nyari wisata lainnya deket situ.",Sungai Maron Pacitan
True,"Pesona Alam yg luar biasaaahhh, k'lo sdh sampai ujung sungai ada pantai k'lo mau singgah byr lagi 10rb ditungguin kapalnya sekitar 15 menit u selfi2 di pantai ngiriboyo....sujekk benerrr",Sungai Maron Pacitan
False,Bagus sekali,Sungai Maron Pacitan
False,"Amazon nya jawa timur, pemandangan pohon kelapa sepanjang sungai dan hilir sungai bs dipakai bermain air dg aman",Sungai Maron Pacitan
False,"Tempat wisata paling keren buat dikunjungi,adem,betah disini",Sungai Maron Pacitan
False,well,Sungai Maron Pacitan
True,"Tempat nyaa keren...sungai nyaa jernih banget, harap bawa ganti sihh karena kalo gak renang di sungai nya kaya kurang lengkap",Sungai Maron Pacitan
True,"Alami dan masih terjaga ke ""alami"" annya
Semoga ke depan tetap dijaga tetapi di tambah obyek wisata nya sehingga tdk membosankan

Terimakasih crew perahu yg sdh mengantarkan kami wisata hari ini",Sungai Maron Pacitan
True,Lumayan rame pengunjung dan banyak warung jadi enak buat sopir2 menunggu,Sungai Maron Pacitan
True,"Pemandangannya bagus, menjelajahi sungai dengan pemandangan pohon  kelapa dan bukit"", sungainya bersih. Masuk lokasi wisata bayar 5k per org.  Menjelajah sungai naik perahu bayar 100k max isi  4 org. Kalau kesana wajib naik perahu. Keamanaan oke karena ada pelampung. Jalan menuju lokasi wisata lumayan curam jadi harus cek kendaraan sebelum main ke sini.",Sungai Maron Pacitan
True,"Kamu liburan sekeluarga total 8 orang, menyewa 2 kapal. 1 kapal harga 100rb untuk 4-5 orang, sudah termasuk pelampung. Klo Mau tambah caping(topi) biar ga panas klo ga salah nambah 5rb.

Kebetulan memang mau explore pacita, jadi harga segitu ya murah ya menurut saya. karena di Jakarta ga ada 😆

Perjalanan kira2 40menit, bisa berhenti dulu si spot2 foto. Atau bisa minta berhenti di Ngiroboyo (diujung sungai) cuma ya gak lama. Tergantung anda nego nya aja sih",Sungai Maron Pacitan
False,Amazing... amazonnya Jawa Timur.,Sungai Maron Pacitan
False,Good place to visit at moon after beach...relaxing and got beautiful scenery,Sungai Maron Pacitan
True,"Baru pertama kali kesini, kalau bisa datangnya agak pagi kalau tidak ya agak sorean dikit soalnya kemarin rombonganku datangnya siang dan panas bgt pas naik kapalnya..
Ada spot buat foto di ayunan atas sungainya juga. Cocok bagi orang yg suka berfoto2 ria 😁👍🏻",Sungai Maron Pacitan
True,Viewnya bagus,Sungai Maron Pacitan
True,"𝙰𝚕𝚊𝚖𝚒 𝙽𝚊𝚝𝚞𝚛𝚊𝚕𝚒𝚜𝚊𝚜𝚒 𝚋𝚊𝚗𝚐𝚎𝚝
𝚂𝚞𝚗𝚐𝚐𝚞𝚑 𝚊𝚖𝚊𝚝 𝚖𝚎𝚗𝚢𝚎𝚗𝚊𝚗𝚐𝚔𝚊𝚗 𝚖𝚎𝚗𝚢𝚞𝚜𝚞𝚛𝚒 𝚜𝚞𝚗𝚐𝚊𝚒 𝚍𝚐 𝚙𝚎𝚛𝚊𝚑𝚞 𝚔𝚎𝚌𝚒𝚕 𝚢𝚊𝚗𝚐 𝚒𝚍𝚎𝚊𝚕 𝚗𝚢𝚊𝚖𝚊𝚗 4 𝚙𝚎𝚗𝚞𝚖𝚙𝚊𝚗𝚐  𝚙𝚕𝚞𝚜 𝚜𝚊𝚝𝚞 𝙽𝚊𝚔𝚘𝚍𝚊/𝚜𝚘𝚙𝚒𝚛 𝚜𝚎𝚔𝚊𝚕𝚒𝚐𝚞𝚜 𝚐𝚞𝚒𝚍𝚎
👌",Sungai Maron Pacitan
True,Bagus,Sungai Maron Pacitan
False,"Baik,
cuman jalan masuknya agak sempit
Tapi lumayann",Sungai Maron Pacitan
False,"bagus sekali view nya ,,jd pgn ke situ lg deh!!",Sungai Maron Pacitan
False,Susur sungai 8km PP ngeri2 sedap,Sungai Maron Pacitan
True,"Silahkan dicoba, itung² nambah pengalaman 😂",Sungai Maron Pacitan
True,Viewnya bnr2 sip,Sungai Maron Pacitan
True,Lumayan memacu andrenalin bagi pertama kali susur sungai,Sungai Maron Pacitan
False,Ok sekali,Sungai Maron Pacitan
True,Better kesini pas musim kemarau,Sungai Maron Pacitan
False,Sungai maron waktu itu airnya lagi coklat tdk sprti yg diharapkan berwarna kehijauan namun sangat seru bersama keluarga..ayo jgn ragu kalo mo liburan bersama keluarga disungai maron😉,Sungai Maron Pacitan
True,"Wisata naik perahu menyusuri sungai, yg nanti di akhir sungai akan ketemu pantai. Sewa perahunya 100rb, bisa dipake utk 4 org.",Sungai Maron Pacitan
True,"Tempat wisata di pacitan yg eksotis, sungai alami dgn di kelilingi pohon kelapa sepanjang sungai. Jln ke arah sungai cukup ekstrem dengan tanjakan dan turunan yg terjal. Siapkan mobil dan driver dlm kondisi prima. Tetap hati-hati selama perjalanan",Sungai Maron Pacitan
False,good,Sungai Maron Pacitan
True,"Sungainya bagusszz
Segerszzzzzss",Sungai Maron Pacitan
True,"so aesthetic indeed sih, so calm and realm banget. menyusuri sungai sejauh 4,5km kurang lebihnya, aman dan bagus banget sepanjang rutenya. per perahunya bisa muat 5-6 orang sih, biayanya sekitar 100ribuan cmiiw. andai bisa sekalian langsung ke laut bakalan bagus banget sih ya, tapi katanya beda pengelola jadi cuma bisa susur sungai aja",Sungai Maron Pacitan
True,"Sugainya bagus bgt dan jernih, sewa perahu 100rb untuk 4 orang",Sungai Maron Pacitan
False,Wisata alam sungai yang adem sejuk..bisa refresh pikiran...tenang....,Sungai Maron Pacitan
True,"Awalnya sih semangat bgt, menyusuri sungai dengan pemandangan kanan kiri penuh pepohonan, tp kecewa banget ketika nyampe ujung, perahu tidak bersandar d pantai ngiroboyo, hanya putar balik saja, pdhl uda d depan mata pantainya, katanya harus bayar lagi, padahal bayar pun it's okay

Ditambah perjalanan baliknya pake acara abis bahan bakarnya yg ternyata pake LPG 3kg, yaa walopun bawa cadangan, tp pake acara mogok d tengah2, itu yg engga banget, astaga

Alhasil, 1 bocil bosen dan ngrungsing sepanjang perjalanan balik

Perbaiki lagi y service nya, thank you for the moment",Sungai Maron Pacitan
True,Alhamdulillaah pengalaman yang menyenangkan bagi kami sekeluarga.,Sungai Maron Pacitan
True,Asik banget apalagi smpai bisa singgah ke pantai ngiroboyo…paling enak buat liburan keluarga,Sungai Maron Pacitan
True,Bagus indah tapi untuk kembali lagi seperti tidak.,Sungai Maron Pacitan
True,Seru dan exstetic.. Kalo kesini di musim kemarau airnya jernih .,Sungai Maron Pacitan
False,Pengalaman yg seru menyusuri sungai,Sungai Maron Pacitan
True,"Indah banget, perjalanan dengan perahunya seru cuma 100rb utk 4 orang dewasa, kita disajikan pemandangan alam sungai seperti sungai Amazon hingga ke muara.",Sungai Maron Pacitan
True,"Pengelolanya terutama bagian ticketing ampun2 dah, mentang2 tau kami dari surabaya diwajibkan pakai 2 perahu.
Kami sekeluarga 5 orang, ditolak pakai 1 perahu. Katanya SOP lah, pengawasan lah bla bla bla, padahal di pinggir sungai dan selama diperjalanan dgn perahu banyak kami jumpai yg 1 perahu dinaiki 5 orang+1 pengemudinya, bahkan beberapa perahu mengangkut 5 orang dewasa+1 anak TK/sd+1 pengemudi (pic uploaded).
Melihat kondisi demikian kami coba tunjukkan fotonya pada mereka tp menyangkal dgn dalih ini itu, foto berbicara pak.
kami memang pendatang jauh. Silahkan mau bilang apa, kami iyakan saja, udah terlanjur niat Explore pacitan.

Jauh2 dari surabaya dan kami bela2in sewa hotel khusus travelling di pacitan tp dapat pengalaman yg tidak mengenakan.

Saran :
1. sediakan perahu yg bisa mengangkut 5-7 pengunjung. Krn ketika dlm 1 keluarga dan anak2 terpisah itu akan mengurangi keseruan.
2. Jangan sombonglah
3. Manusia itu saling membutuhkan, kami butuh holiday dan kalian butuh pemasukan finansial.

Semoga bisa jadi masukan yg bisa dipertimbangkan demi kemajuan kalian dan Indonesia pada umumnya.",Sungai Maron Pacitan
True,Susuri sungai sampai tepi pantai Ngiroboyo,Sungai Maron Pacitan
True,"Tempat yg asyik utk menjelajah sungai dg naik perahu,dg pemandangan pohon² kelapa di pinggir sungai yg menghijau",Sungai Maron Pacitan
True,"Sungai bersih, Medan menuju sungai maron sudah ber aspal tapi Medan menanjak dan menurun.",Sungai Maron Pacitan
True,Lumayan ...pas agak coklat sungainya,Sungai Maron Pacitan
False,"Air nya sangat jernih
Tiket masuk kawasan 5k/orang
Sedangkan untuk kapal nya 100/kapal maks. 4 orang",Sungai Maron Pacitan
True,"Beautiful river , suggest trip on summer 🌞🏝️",Sungai Maron Pacitan
False,Keren sekali,Sungai Maron Pacitan
True,"Good experience, go on weekdays feels like you own the river",Sungai Maron Pacitan
True,"Menyusuri sungai sangat menyenangkan.
Ada ayunan di tengah perjalanan , yg di jadikan lokasi foto dan video yg unik dan menarik. Rekomended di kunjungi jika ke Pacitàn",Sungai Maron Pacitan
True,"keren, amazonya pacitan, cuman akses jalan aja sempit, dan juga pas kesana cuman ada 1 warung yg buka, laper, ngantri lama",Sungai Maron Pacitan
True,"Wajib dikunjungi kalau ke Pacitan,HTM naik perahu cuma 100,bisa setengah jam",Sungai Maron Pacitan
True,"Tempatnya enak nyaman,, tempat makanya jg murah",Sungai Maron Pacitan
True,Pemandangannya bagus,Sungai Maron Pacitan
True,Susur sungai....30menitan lumayan,Sungai Maron Pacitan
True,Recommended pokokke. Wisata berperahu,Sungai Maron Pacitan
True,Naik perahu menikmati suasana alam dgn sungai yang tenang....sangat menyenangkan....,Sungai Maron Pacitan
True,"Sungainya bagus, akses jalannya lumayan, naik kapan 100.000 isi max 4 orang, biaya masuk 10.000 atau brp lupa aku 😁",Sungai Maron Pacitan
True,Wisata susur sungai yang seru di antara goa gong dan pantai klayar. Tempat yang wajib dikunjungi bagi wisatawan yg berkunjung ke pantai klayar. Disarankan kesana saat pagi sampau siang sblm jam 2 krn sore air sering surut shg perahu tidak bisa dijalankan.,Sungai Maron Pacitan
True,Seru,Sungai Maron Pacitan
True,Waow Luar Biasa keren Air sungainya jernih pemandangan kanan kiri banyak pohon kelapa sejuk pokok nya keren Muantab 👍👍👍,Sungai Maron Pacitan
True,Keren banget...,Sungai Maron Pacitan
True,Lumayan,Sungai Maron Pacitan
True,Istri Saya menyukai tempat ini.,Sungai Maron Pacitan
True,"2 kali berkunjung ke Sungai Maron, menyenangkan. Tiket naik perahu @20.000 sewa caping @5.000 sangat murah, meskipun murah namun tetap menjaga keamanan pengunjung, disediakan life jacket untuk dewasa maupun anak. Sangat beruntung bila mendapat pengemudi perahu yang ramah dan bisa membantu mengambil foto",Sungai Maron Pacitan
True,Pengalaman baru bagi saya mengarungi sungai dengan kapal seperti ini. Pemandangan yang sangat indah. Di sarankan untuk membawa topi jika memang datang pada cuaca yang terik. Terima Aksih,Sungai Maron Pacitan
True,Apik banget kayak nang Thailand,Sungai Maron Pacitan
True,"Pengalaman Bawa Rombongan Semuanya ikut Naik Perahu Semuan Riang Gembira menikmati Suasana di Sungai Asri Banyak pohon klpanya ...pokok Keren ,muantabbbb👍👍👍👍👍",Sungai Maron Pacitan
True,sejuk segar hening syahdu,Sungai Maron Pacitan
True,Jos,Sungai Maron Pacitan
True,"Perjalanan air yang mengasyikkan,pas ketibggian air naik cukup tinggi ...foto di ayunan yang horor ...karena tempatnya yang istimewa.Udara sejuk,pemandangan indah,tarif perahu sangat murah,juga ada kuliner tradisi yang lezat.Ingin ke sana lagi.",Sungai Maron Pacitan
True,"Sudah ke sini tahun 2016 atau 2017 jaman belum viral, sebagus itu memang tempatnya, fasilitas semoga sudah diperbaiki dan ditambah",Sungai Maron Pacitan
True,Suka,Sungai Maron Pacitan
True,"Awalnya iseng ngelihat destinasi wisata di google map sungai maron.
Pas sampai lokasi ternyata Amazing. Dengan menyewa perahu bertarif 100rb, kami diajak menyusuri sungai maron hingga ke hilir ketemu pantai Ngiroboyo. Perjalanan PP membutuhkan waktu 45-60 menit. Sungainya jernih seolah2 membelah hutan.",Sungai Maron Pacitan
True,"Amazing, harus coba kesini!",Sungai Maron Pacitan
False,"Pertama kali kesini dan ketagihan kesana lg😊 sejuk dan nyaman tempatnya, meskipun perjalanan nya lumayan muter2 dan nanjak agak horor ya shay😂 tp seru terbayar sama suasana disana",Sungai Maron Pacitan
True,"Sangat bagus
Biaya yg di keluarkan relatif murah
Bapak driver kapalnya baik bngt ramah juga
Makanan juga enak murah
Kelapa murah
Josss lah semuanya.",Sungai Maron Pacitan
True,"Asik susur sungai Maron, kanan kiri masih banyak pepohonan hijau, bapak2 nahkoda perahu jg melayani dg ramah",Sungai Maron Pacitan
True,"Destinasi Pacitan dgn menaiki perahu berkapasitas max 4 org. Perjalanan kurang lbh 4 km, kiri kanan byk pohon kelapa. Ada spot foto duduk di ayunan. Tiketnya 100rb per kapal, max 4 org. Kalau yg naik 2 org tetep 100 rb, gk dpt potongan... 😂

Oya perlu hati2 untk jalanan yg sempit dan nanjak berkelak kelok.
Nyewa homestay di daerah Pantai Watu Karung untk 1 keluarga, 6 org. Malamnya hunting ikan tongkol segar seharga 10rb /kg nya..murah banget dan ikan hasil tangkapan malam itu juga. Letaknya sebelah timur Pantai WatuKarung.",Sungai Maron Pacitan
True,"Dua kali juga kesini
Tapi yg kedua ini dapet bapak pemilik perahu ga seenak dulu
Yg ini buru2 bgt",Sungai Maron Pacitan
True,"Pemandangan bagus dan masih alami
Yg tidak kalah bagusnya adalah ada pertemuan antara sungai dan laut",Sungai Maron Pacitan
False,New experience,Sungai Maron Pacitan
True,"Bguss ,ksna pas cerah air jernih",Sungai Maron Pacitan
False,Sungai Amazon versi Indonesia... Pemandangannya Masyalloh sekali Indah.. berkunjung pas sepi.. jadi seperti private tour. Alhamdulillah,Sungai Maron Pacitan
False,"Keren sih.. Naik perahu menikmati sungai maroon. Disarankan datang pagi"" Biar tidak terlalu ramai dan panas",Sungai Maron Pacitan
False,mantab good lah,Sungai Maron Pacitan
False,"Baguss, murah, perjalanan naik turun bukit",Sungai Maron Pacitan
True,"Sungai bersih, terus pertahankan...
Htm 5k/orang.
Harga kapal 100k maks 4 penumpang.. termasuk murah mengingat rute jauh -+45mnt dan pemandangan okee...

Masukan mungkin area kantin/makan yang lebih di tata...",Sungai Maron Pacitan
True,"Bagus banget, airnya hijau. Serunya menyusuri sungai Maron",Sungai Maron Pacitan
True,"SUNGAI AMAZON indonesia
Bagi yang menikmati Perjalanan Perahu
Pemandangan nya indah sekali
Melewati pinggir sungai jadi pilihan
Fasilitas Lengkap:
- Parkir Luas
- Makan minum
- Mushola & Toilet
- Oleh oleh Khas nya",Sungai Maron Pacitan
True,"Pemandanganya bagus, pertahankan kelestarian alam",Sungai Maron Pacitan
True,"Jalur masuk belum ramah untuk bus,",Sungai Maron Pacitan
True,"Saat mau masuk agak kecewa krn kliatan airnya surut, tp begitu sdh naik kapal dan jalan trnyata yg untuk jalan kapal air tetap berlimpah. Keren ppkoknya",Sungai Maron Pacitan
True,Tempat yg asri dan nyaman view yg keren cocok utk liburan keluarga,Sungai Maron Pacitan
True,"Mau tanya, kalo untuk parkir bus medium bisa g?",Sungai Maron Pacitan
False,Gak bakal rugi jika pergi ke sini😁 asal jngn pas musim hujan karena pengaruh airnya jd keruh👍 pemandangan alam yg menyejukkan dan alami.tiket murah utk PP dan di jamin puas karena jarak 4km dr hulu ke hilir dan kembali lagi jd total 8km🔥 bisa berfoto di spot yg anda mau di tambah lagi kru kapalnya ramah thanks🙏🙏🙏🙏,Sungai Maron Pacitan
True,Ngeri.. Ngeri sedap ketika perahu mulai mrndekati pantai karena arus sungai mulai deras,Sungai Maron Pacitan
True,Sungai yg hijauu keren agak takut gw naik kapal xixixix,Sungai Maron Pacitan
True,Wisata sungai yang hanya ada sedikit di sekitar Pacitan dan menarik,Sungai Maron Pacitan
False,Ngak rugi belanja di sini... Pelayanan terbaik...,Sungai Maron Pacitan
True,seru naik perahu,Sungai Maron Pacitan
True,Sungai amazone nya pacitan,Sungai Maron Pacitan
True,"Naik kapal seru.. Anak2 suka, alhamdulillah pas k sana gak hujan jd airnya gak coklat.. Lebih baik klo k sana pagi jd lebih adem",Sungai Maron Pacitan
True,Naik perahu....murah meriah...route panjang.... asyik bingit...,Sungai Maron Pacitan
